measurement_id,pair_id,timestamp,api_type,scenario_id,scenario_name,repository,owner,repo,run_number,order_index,http_status,success,elapsed_ms,response_bytes,request_count,attempts,token_label,error
ytdl-org/youtube-dl:C1:run008:GraphQL,ytdl-org/youtube-dl:C1:run008,2026-06-22T01:53:22.995398Z,GraphQL,C1,repository_metadata,ytdl-org/youtube-dl,ytdl-org,youtube-dl,8,2,200,1,398.228,489,1,1,GITHUB_GRAPHQL_TOKEN,
ytdl-org/youtube-dl:C2:run008:GraphQL,ytdl-org/youtube-dl:C2:run008,2026-06-22T01:53:23.622149Z,GraphQL,C2,recent_pull_requests,ytdl-org/youtube-dl,ytdl-org,youtube-dl,8,1,200,1,625.533,2664,1,1,GITHUB_GRAPHQL_TOKEN,
ytdl-org/youtube-dl:C2:run008:REST,ytdl-org/youtube-dl:C2:run008,2026-06-22T01:53:24.342084Z,REST,C2,recent_pull_requests,ytdl-org/youtube-dl,ytdl-org,youtube-dl,8,2,200,1,716.425,158566,1,1,GITHUB_REST_TOKEN,
ytdl-org/youtube-dl:C3:run008:REST,ytdl-org/youtube-dl:C3:run008,2026-06-22T01:53:25.196433Z,REST,C3,recent_issues,ytdl-org/youtube-dl,ytdl-org,youtube-dl,8,1,200,1,852.240,54524,1,1,GITHUB_REST_TOKEN,
ytdl-org/youtube-dl:C3:run008:GraphQL,ytdl-org/youtube-dl:C3:run008,2026-06-22T01:53:25.675991Z,GraphQL,C3,recent_issues,ytdl-org/youtube-dl,ytdl-org,youtube-dl,8,2,200,1,478.379,2193,1,1,GITHUB_GRAPHQL_TOKEN,
ytdl-org/youtube-dl:C4:run008:GraphQL,ytdl-org/youtube-dl:C4:run008,2026-06-22T01:53:26.397320Z,GraphQL,C4,combined_repository_prs_issues,ytdl-org/youtube-dl,ytdl-org,youtube-dl,8,1,200,1,720.345,5308,1,1,GITHUB_GRAPHQL_TOKEN,
ytdl-org/youtube-dl:C4:run008:REST,ytdl-org/youtube-dl:C4:run008,2026-06-22T01:53:28.472905Z,REST,C4,combined_repository_prs_issues,ytdl-org/youtube-dl,ytdl-org,youtube-dl,8,2,200,1,2073.069,219549,3,3,GITHUB_REST_TOKEN,
langchain-ai/langchain:C1:run008:GraphQL,langchain-ai/langchain:C1:run008,2026-06-22T01:53:28.860032Z,GraphQL,C1,repository_metadata,langchain-ai/langchain,langchain-ai,langchain,8,1,200,1,385.969,448,1,1,GITHUB_GRAPHQL_TOKEN,
langchain-ai/langchain:C1:run008:REST,langchain-ai/langchain:C1:run008,2026-06-22T01:53:29.319089Z,REST,C1,repository_metadata,langchain-ai/langchain,langchain-ai,langchain,8,2,200,1,458.550,6779,1,1,GITHUB_REST_TOKEN,
langchain-ai/langchain:C2:run008:GraphQL,langchain-ai/langchain:C2:run008,2026-06-22T01:53:30.085001Z,GraphQL,C2,recent_pull_requests,langchain-ai/langchain,langchain-ai,langchain,8,1,200,1,764.985,2871,1,1,GITHUB_GRAPHQL_TOKEN,
langchain-ai/langchain:C2:run008:REST,langchain-ai/langchain:C2:run008,2026-06-22T01:53:31.131936Z,REST,C2,recent_pull_requests,langchain-ai/langchain,langchain-ai,langchain,8,2,200,1,1041.530,207696,1,1,GITHUB_REST_TOKEN,
langchain-ai/langchain:C3:run008:GraphQL,langchain-ai/langchain:C3:run008,2026-06-22T01:53:31.589745Z,GraphQL,C3,recent_issues,langchain-ai/langchain,langchain-ai,langchain,8,1,200,1,456.671,2661,1,1,GITHUB_GRAPHQL_TOKEN,
langchain-ai/langchain:C3:run008:REST,langchain-ai/langchain:C3:run008,2026-06-22T01:53:32.418696Z,REST,C3,recent_issues,langchain-ai/langchain,langchain-ai,langchain,8,2,200,1,827.609,75370,1,1,GITHUB_REST_TOKEN,
langchain-ai/langchain:C4:run008:GraphQL,langchain-ai/langchain:C4:run008,2026-06-22T01:53:33.279631Z,GraphQL,C4,combined_repository_prs_issues,langchain-ai/langchain,langchain-ai,langchain,8,1,200,1,860.298,5942,1,1,GITHUB_GRAPHQL_TOKEN,
langchain-ai/langchain:C4:run008:REST,langchain-ai/langchain:C4:run008,2026-06-22T01:53:35.159964Z,REST,C4,combined_repository_prs_issues,langchain-ai/langchain,langchain-ai,langchain,8,2,200,1,1877.527,289845,3,3,GITHUB_REST_TOKEN,
anthropics/claude-code:C1:run008:GraphQL,anthropics/claude-code:C1:run008,2026-06-22T01:53:35.599148Z,GraphQL,C1,repository_metadata,anthropics/claude-code,anthropics,claude-code,8,1,200,1,438.644,655,1,1,GITHUB_GRAPHQL_TOKEN,
anthropics/claude-code:C1:run008:REST,anthropics/claude-code:C1:run008,2026-06-22T01:53:36.121609Z,REST,C1,repository_metadata,anthropics/claude-code,anthropics,claude-code,8,2,200,1,521.778,6863,1,1,GITHUB_REST_TOKEN,
anthropics/claude-code:C2:run008:GraphQL,anthropics/claude-code:C2:run008,2026-06-22T01:53:36.836145Z,GraphQL,C2,recent_pull_requests,anthropics/claude-code,anthropics,claude-code,8,1,200,1,713.683,2825,1,1,GITHUB_GRAPHQL_TOKEN,
anthropics/claude-code:C2:run008:REST,anthropics/claude-code:C2:run008,2026-06-22T01:53:37.624273Z,REST,C2,recent_pull_requests,anthropics/claude-code,anthropics,claude-code,8,2,200,1,785.437,174369,1,1,GITHUB_REST_TOKEN,
anthropics/claude-code:C3:run008:GraphQL,anthropics/claude-code:C3:run008,2026-06-22T01:53:38.335434Z,GraphQL,C3,recent_issues,anthropics/claude-code,anthropics,claude-code,8,1,200,1,710.339,2619,1,1,GITHUB_GRAPHQL_TOKEN,
anthropics/claude-code:C3:run008:REST,anthropics/claude-code:C3:run008,2026-06-22T01:53:39.012425Z,REST,C3,recent_issues,anthropics/claude-code,anthropics,claude-code,8,2,200,1,676.156,49921,1,1,GITHUB_REST_TOKEN,
anthropics/claude-code:C4:run008:REST,anthropics/claude-code:C4:run008,2026-06-22T01:53:40.956302Z,REST,C4,combined_repository_prs_issues,anthropics/claude-code,anthropics,claude-code,8,1,200,1,1941.628,231153,3,3,GITHUB_REST_TOKEN,
anthropics/claude-code:C4:run008:GraphQL,anthropics/claude-code:C4:run008,2026-06-22T01:53:41.838696Z,GraphQL,C4,combined_repository_prs_issues,anthropics/claude-code,anthropics,claude-code,8,2,200,1,881.848,6061,1,1,GITHUB_GRAPHQL_TOKEN,
Comfy-Org/ComfyUI:C1:run008:GraphQL,Comfy-Org/ComfyUI:C1:run008,2026-06-22T01:53:42.229217Z,GraphQL,C1,repository_metadata,Comfy-Org/ComfyUI,Comfy-Org,ComfyUI,8,1,200,1,390.010,502,1,1,GITHUB_GRAPHQL_TOKEN,
Comfy-Org/ComfyUI:C1:run008:REST,Comfy-Org/ComfyUI:C1:run008,2026-06-22T01:53:42.769451Z,REST,C1,repository_metadata,Comfy-Org/ComfyUI,Comfy-Org,ComfyUI,8,2,200,1,539.262,6417,1,1,GITHUB_REST_TOKEN,
Comfy-Org/ComfyUI:C2:run008:REST,Comfy-Org/ComfyUI:C2:run008,2026-06-22T01:53:43.773441Z,REST,C2,recent_pull_requests,Comfy-Org/ComfyUI,Comfy-Org,ComfyUI,8,1,200,1,1001.655,261439,1,1,GITHUB_REST_TOKEN,
Comfy-Org/ComfyUI:C2:run008:GraphQL,Comfy-Org/ComfyUI:C2:run008,2026-06-22T01:53:44.430548Z,GraphQL,C2,recent_pull_requests,Comfy-Org/ComfyUI,Comfy-Org,ComfyUI,8,2,200,1,656.299,2836,1,1,GITHUB_GRAPHQL_TOKEN,
Comfy-Org/ComfyUI:C3:run008:REST,Comfy-Org/ComfyUI:C3:run008,2026-06-22T01:53:45.083444Z,REST,C3,recent_issues,Comfy-Org/ComfyUI,Comfy-Org,ComfyUI,8,1,200,1,651.456,33974,1,1,GITHUB_REST_TOKEN,
Comfy-Org/ComfyUI:C3:run008:GraphQL,Comfy-Org/ComfyUI:C3:run008,2026-06-22T01:53:45.532275Z,GraphQL,C3,recent_issues,Comfy-Org/ComfyUI,Comfy-Org,ComfyUI,8,2,200,1,448.098,2193,1,1,GITHUB_GRAPHQL_TOKEN,
Comfy-Org/ComfyUI:C4:run008:REST,Comfy-Org/ComfyUI:C4:run008,2026-06-22T01:53:47.575025Z,REST,C4,combined_repository_prs_issues,Comfy-Org/ComfyUI,Comfy-Org,ComfyUI,8,1,200,1,2040.354,301830,3,3,GITHUB_REST_TOKEN,
Comfy-Org/ComfyUI:C4:run008:GraphQL,Comfy-Org/ComfyUI:C4:run008,2026-06-22T01:53:48.447784Z,GraphQL,C4,combined_repository_prs_issues,Comfy-Org/ComfyUI,Comfy-Org,ComfyUI,8,2,200,1,872.050,5493,1,1,GITHUB_GRAPHQL_TOKEN,
Shubhamsaboo/awesome-llm-apps:C1:run008:GraphQL,Shubhamsaboo/awesome-llm-apps:C1:run008,2026-06-22T01:53:48.857443Z,GraphQL,C1,repository_metadata,Shubhamsaboo/awesome-llm-apps,Shubhamsaboo,awesome-llm-apps,8,1,200,1,407.943,499,1,1,GITHUB_GRAPHQL_TOKEN,
Shubhamsaboo/awesome-llm-apps:C1:run008:REST,Shubhamsaboo/awesome-llm-apps:C1:run008,2026-06-22T01:53:49.165692Z,REST,C1,repository_metadata,Shubhamsaboo/awesome-llm-apps,Shubhamsaboo,awesome-llm-apps,8,2,200,1,307.735,5935,1,1,GITHUB_REST_TOKEN,
Shubhamsaboo/awesome-llm-apps:C2:run008:GraphQL,Shubhamsaboo/awesome-llm-apps:C2:run008,2026-06-22T01:53:50.090630Z,GraphQL,C2,recent_pull_requests,Shubhamsaboo/awesome-llm-apps,Shubhamsaboo,awesome-llm-apps,8,1,200,1,924.327,2748,1,1,GITHUB_GRAPHQL_TOKEN,
Shubhamsaboo/awesome-llm-apps:C2:run008:REST,Shubhamsaboo/awesome-llm-apps:C2:run008,2026-06-22T01:53:50.729340Z,REST,C2,recent_pull_requests,Shubhamsaboo/awesome-llm-apps,Shubhamsaboo,awesome-llm-apps,8,2,200,1,636.925,175653,1,1,GITHUB_REST_TOKEN,
Shubhamsaboo/awesome-llm-apps:C3:run008:REST,Shubhamsaboo/awesome-llm-apps:C3:run008,2026-06-22T01:53:51.294713Z,REST,C3,recent_issues,Shubhamsaboo/awesome-llm-apps,Shubhamsaboo,awesome-llm-apps,8,1,200,1,563.798,32617,1,1,GITHUB_REST_TOKEN,
Shubhamsaboo/awesome-llm-apps:C3:run008:GraphQL,Shubhamsaboo/awesome-llm-apps:C3:run008,2026-06-22T01:53:52.048509Z,GraphQL,C3,recent_issues,Shubhamsaboo/awesome-llm-apps,Shubhamsaboo,awesome-llm-apps,8,2,200,1,752.650,2382,1,1,GITHUB_GRAPHQL_TOKEN,
Shubhamsaboo/awesome-llm-apps:C4:run008:REST,Shubhamsaboo/awesome-llm-apps:C4:run008,2026-06-22T01:53:53.933444Z,REST,C4,combined_repository_prs_issues,Shubhamsaboo/awesome-llm-apps,Shubhamsaboo,awesome-llm-apps,8,1,200,1,1880.446,214205,3,3,GITHUB_REST_TOKEN,
Shubhamsaboo/awesome-llm-apps:C4:run008:GraphQL,Shubhamsaboo/awesome-llm-apps:C4:run008,2026-06-22T01:53:54.718967Z,GraphQL,C4,combined_repository_prs_issues,Shubhamsaboo/awesome-llm-apps,Shubhamsaboo,awesome-llm-apps,8,2,200,1,784.522,5591,1,1,GITHUB_GRAPHQL_TOKEN,
github/spec-kit:C1:run008:GraphQL,github/spec-kit:C1:run008,2026-06-22T01:53:55.233872Z,GraphQL,C1,repository_metadata,github/spec-kit,github,spec-kit,8,1,200,1,514.316,465,1,1,GITHUB_GRAPHQL_TOKEN,
github/spec-kit:C1:run008:REST,github/spec-kit:C1:run008,2026-06-22T01:53:55.866907Z,REST,C1,repository_metadata,github/spec-kit,github,spec-kit,8,2,200,1,631.960,6477,1,1,GITHUB_REST_TOKEN,
github/spec-kit:C2:run008:REST,github/spec-kit:C2:run008,2026-06-22T01:53:56.836547Z,REST,C2,recent_pull_requests,github/spec-kit,github,spec-kit,8,1,200,1,966.493,182809,1,1,GITHUB_REST_TOKEN,
github/spec-kit:C2:run008:GraphQL,github/spec-kit:C2:run008,2026-06-22T01:53:57.597050Z,GraphQL,C2,recent_pull_requests,github/spec-kit,github,spec-kit,8,2,200,1,759.745,2837,1,1,GITHUB_GRAPHQL_TOKEN,
github/spec-kit:C3:run008:GraphQL,github/spec-kit:C3:run008,2026-06-22T01:53:58.109050Z,GraphQL,C3,recent_issues,github/spec-kit,github,spec-kit,8,1,200,1,511.264,2480,1,1,GITHUB_GRAPHQL_TOKEN,
github/spec-kit:C3:run008:REST,github/spec-kit:C3:run008,2026-06-22T01:53:58.837190Z,REST,C3,recent_issues,github/spec-kit,github,spec-kit,8,2,200,1,726.959,60605,1,1,GITHUB_REST_TOKEN,
github/spec-kit:C4:run008:GraphQL,github/spec-kit:C4:run008,2026-06-22T01:53:59.488786Z,GraphQL,C4,combined_repository_prs_issues,github/spec-kit,github,spec-kit,8,1,200,1,650.532,5744,1,1,GITHUB_GRAPHQL_TOKEN,
github/spec-kit:C4:run008:REST,github/spec-kit:C4:run008,2026-06-22T01:54:01.776674Z,REST,C4,combined_repository_prs_issues,github/spec-kit,github,spec-kit,8,2,200,1,2284.699,249891,3,3,GITHUB_REST_TOKEN,
deepseek-ai/DeepSeek-V3:C1:run008:GraphQL,deepseek-ai/DeepSeek-V3:C1:run008,2026-06-22T01:54:02.163654Z,GraphQL,C1,repository_metadata,deepseek-ai/DeepSeek-V3,deepseek-ai,DeepSeek-V3,8,1,200,1,385.931,417,1,1,GITHUB_GRAPHQL_TOKEN,
deepseek-ai/DeepSeek-V3:C1:run008:REST,deepseek-ai/DeepSeek-V3:C1:run008,2026-06-22T01:54:02.563764Z,REST,C1,repository_metadata,deepseek-ai/DeepSeek-V3,deepseek-ai,DeepSeek-V3,8,2,200,1,399.135,6518,1,1,GITHUB_REST_TOKEN,
deepseek-ai/DeepSeek-V3:C2:run008:REST,deepseek-ai/DeepSeek-V3:C2:run008,2026-06-22T01:54:03.467842Z,REST,C2,recent_pull_requests,deepseek-ai/DeepSeek-V3,deepseek-ai,DeepSeek-V3,8,1,200,1,900.468,165620,1,1,GITHUB_REST_TOKEN,
deepseek-ai/DeepSeek-V3:C2:run008:GraphQL,deepseek-ai/DeepSeek-V3:C2:run008,2026-06-22T01:54:04.003211Z,GraphQL,C2,recent_pull_requests,deepseek-ai/DeepSeek-V3,deepseek-ai,DeepSeek-V3,8,2,200,1,534.315,2570,1,1,GITHUB_GRAPHQL_TOKEN,
deepseek-ai/DeepSeek-V3:C3:run008:GraphQL,deepseek-ai/DeepSeek-V3:C3:run008,2026-06-22T01:54:04.709190Z,GraphQL,C3,recent_issues,deepseek-ai/DeepSeek-V3,deepseek-ai,DeepSeek-V3,8,1,200,1,704.804,2618,1,1,GITHUB_GRAPHQL_TOKEN,
deepseek-ai/DeepSeek-V3:C3:run008:REST,deepseek-ai/DeepSeek-V3:C3:run008,2026-06-22T01:54:05.524652Z,REST,C3,recent_issues,deepseek-ai/DeepSeek-V3,deepseek-ai,DeepSeek-V3,8,2,200,1,813.945,91531,1,1,GITHUB_REST_TOKEN,
deepseek-ai/DeepSeek-V3:C4:run008:GraphQL,deepseek-ai/DeepSeek-V3:C4:run008,2026-06-22T01:54:06.386394Z,GraphQL,C4,combined_repository_prs_issues,deepseek-ai/DeepSeek-V3,deepseek-ai,DeepSeek-V3,8,1,200,1,861.065,5567,1,1,GITHUB_GRAPHQL_TOKEN,
deepseek-ai/DeepSeek-V3:C4:run008:REST,deepseek-ai/DeepSeek-V3:C4:run008,2026-06-22T01:54:08.502016Z,REST,C4,combined_repository_prs_issues,deepseek-ai/DeepSeek-V3,deepseek-ai,DeepSeek-V3,8,2,200,1,2111.939,263669,3,3,GITHUB_REST_TOKEN,
openai/whisper:C1:run008:REST,openai/whisper:C1:run008,2026-06-22T01:54:09.030781Z,REST,C1,repository_metadata,openai/whisper,openai,whisper,8,1,200,1,528.160,6107,1,1,GITHUB_REST_TOKEN,
openai/whisper:C1:run008:GraphQL,openai/whisper:C1:run008,2026-06-22T01:54:09.564728Z,GraphQL,C1,repository_metadata,openai/whisper,openai,whisper,8,2,200,1,533.083,452,1,1,GITHUB_GRAPHQL_TOKEN,
openai/whisper:C2:run008:REST,openai/whisper:C2:run008,2026-06-22T01:54:10.449772Z,REST,C2,recent_pull_requests,openai/whisper,openai,whisper,8,1,200,1,881.743,167153,1,1,GITHUB_REST_TOKEN,
openai/whisper:C2:run008:GraphQL,openai/whisper:C2:run008,2026-06-22T01:54:11.098741Z,GraphQL,C2,recent_pull_requests,openai/whisper,openai,whisper,8,2,200,1,648.127,2846,1,1,GITHUB_GRAPHQL_TOKEN,
openai/whisper:C3:run008:REST,openai/whisper:C3:run008,2026-06-22T01:54:11.616888Z,REST,C3,recent_issues,openai/whisper,openai,whisper,8,1,200,1,517.676,79,1,1,GITHUB_REST_TOKEN,
openai/whisper:C3:run008:GraphQL,openai/whisper:C3:run008,2026-06-22T01:54:12.129013Z,GraphQL,C3,recent_issues,openai/whisper,openai,whisper,8,2,200,1,511.619,47,1,1,GITHUB_GRAPHQL_TOKEN,
openai/whisper:C4:run008:REST,openai/whisper:C4:run008,2026-06-22T01:54:13.971793Z,REST,C4,combined_repository_prs_issues,openai/whisper,openai,whisper,8,1,200,1,1838.551,173339,3,3,GITHUB_REST_TOKEN,
openai/whisper:C4:run008:GraphQL,openai/whisper:C4:run008,2026-06-22T01:54:14.707269Z,GraphQL,C4,combined_repository_prs_issues,openai/whisper,openai,whisper,8,2,200,1,734.472,3307,1,1,GITHUB_GRAPHQL_TOKEN,
pytorch/pytorch:C1:run008:GraphQL,pytorch/pytorch:C1:run008,2026-06-22T01:54:15.250186Z,GraphQL,C1,repository_metadata,pytorch/pytorch,pytorch,pytorch,8,1,200,1,541.933,477,1,1,GITHUB_GRAPHQL_TOKEN,
pytorch/pytorch:C1:run008:REST,pytorch/pytorch:C1:run008,2026-06-22T01:54:15.752605Z,REST,C1,repository_metadata,pytorch/pytorch,pytorch,pytorch,8,2,200,1,501.777,6299,1,1,GITHUB_REST_TOKEN,
pytorch/pytorch:C2:run008:GraphQL,pytorch/pytorch:C2:run008,2026-06-22T01:54:16.429168Z,GraphQL,C2,recent_pull_requests,pytorch/pytorch,pytorch,pytorch,8,1,200,1,675.433,2716,1,1,GITHUB_GRAPHQL_TOKEN,
pytorch/pytorch:C2:run008:REST,pytorch/pytorch:C2:run008,2026-06-22T01:54:17.346955Z,REST,C2,recent_pull_requests,pytorch/pytorch,pytorch,pytorch,8,2,200,1,914.361,228737,1,1,GITHUB_REST_TOKEN,
pytorch/pytorch:C3:run008:GraphQL,pytorch/pytorch:C3:run008,2026-06-22T01:54:17.885713Z,GraphQL,C3,recent_issues,pytorch/pytorch,pytorch,pytorch,8,1,200,1,537.689,2646,1,1,GITHUB_GRAPHQL_TOKEN,
pytorch/pytorch:C3:run008:REST,pytorch/pytorch:C3:run008,2026-06-22T01:54:18.712968Z,REST,C3,recent_issues,pytorch/pytorch,pytorch,pytorch,8,2,200,1,825.142,84180,1,1,GITHUB_REST_TOKEN,
pytorch/pytorch:C4:run008:GraphQL,pytorch/pytorch:C4:run008,2026-06-22T01:54:19.612422Z,GraphQL,C4,combined_repository_prs_issues,pytorch/pytorch,pytorch,pytorch,8,1,200,1,898.370,5801,1,1,GITHUB_GRAPHQL_TOKEN,
pytorch/pytorch:C4:run008:REST,pytorch/pytorch:C4:run008,2026-06-22T01:54:21.585935Z,REST,C4,combined_repository_prs_issues,pytorch/pytorch,pytorch,pytorch,8,2,200,1,1968.890,319216,3,3,GITHUB_REST_TOKEN,
browser-use/browser-use:C1:run008:REST,browser-use/browser-use:C1:run008,2026-06-22T01:54:22.095060Z,REST,C1,repository_metadata,browser-use/browser-use,browser-use,browser-use,8,1,200,1,508.079,6696,1,1,GITHUB_REST_TOKEN,
browser-use/browser-use:C1:run008:GraphQL,browser-use/browser-use:C1:run008,2026-06-22T01:54:22.466316Z,GraphQL,C1,repository_metadata,browser-use/browser-use,browser-use,browser-use,8,2,200,1,370.714,492,1,1,GITHUB_GRAPHQL_TOKEN,
browser-use/browser-use:C2:run008:GraphQL,browser-use/browser-use:C2:run008,2026-06-22T01:54:23.250548Z,GraphQL,C2,recent_pull_requests,browser-use/browser-use,browser-use,browser-use,8,1,200,1,783.179,2857,1,1,GITHUB_GRAPHQL_TOKEN,
browser-use/browser-use:C2:run008:REST,browser-use/browser-use:C2:run008,2026-06-22T01:54:23.963249Z,REST,C2,recent_pull_requests,browser-use/browser-use,browser-use,browser-use,8,2,200,1,709.152,187280,1,1,GITHUB_REST_TOKEN,
browser-use/browser-use:C3:run008:REST,browser-use/browser-use:C3:run008,2026-06-22T01:54:24.686934Z,REST,C3,recent_issues,browser-use/browser-use,browser-use,browser-use,8,1,200,1,721.542,60513,1,1,GITHUB_REST_TOKEN,
browser-use/browser-use:C3:run008:GraphQL,browser-use/browser-use:C3:run008,2026-06-22T01:54:25.143264Z,GraphQL,C3,recent_issues,browser-use/browser-use,browser-use,browser-use,8,2,200,1,455.312,2565,1,1,GITHUB_GRAPHQL_TOKEN,
browser-use/browser-use:C4:run008:REST,browser-use/browser-use:C4:run008,2026-06-22T01:54:27.421310Z,REST,C4,combined_repository_prs_issues,browser-use/browser-use,browser-use,browser-use,8,1,200,1,2273.108,254489,3,3,GITHUB_REST_TOKEN,
browser-use/browser-use:C4:run008:GraphQL,browser-use/browser-use:C4:run008,2026-06-22T01:54:28.123478Z,GraphQL,C4,combined_repository_prs_issues,browser-use/browser-use,browser-use,browser-use,8,2,200,1,700.911,5876,1,1,GITHUB_GRAPHQL_TOKEN,
fastapi/fastapi:C1:run008:REST,fastapi/fastapi:C1:run008,2026-06-22T01:54:28.779010Z,REST,C1,repository_metadata,fastapi/fastapi,fastapi,fastapi,8,1,200,1,654.342,6397,1,1,GITHUB_REST_TOKEN,
fastapi/fastapi:C1:run008:GraphQL,fastapi/fastapi:C1:run008,2026-06-22T01:54:29.153955Z,GraphQL,C1,repository_metadata,fastapi/fastapi,fastapi,fastapi,8,2,200,1,373.912,486,1,1,GITHUB_GRAPHQL_TOKEN,
fastapi/fastapi:C2:run008:REST,fastapi/fastapi:C2:run008,2026-06-22T01:54:29.895210Z,REST,C2,recent_pull_requests,fastapi/fastapi,fastapi,fastapi,8,1,200,1,737.367,169476,1,1,GITHUB_REST_TOKEN,
fastapi/fastapi:C2:run008:GraphQL,fastapi/fastapi:C2:run008,2026-06-22T01:54:30.417975Z,GraphQL,C2,recent_pull_requests,fastapi/fastapi,fastapi,fastapi,8,2,200,1,521.622,2832,1,1,GITHUB_GRAPHQL_TOKEN,
fastapi/fastapi:C3:run008:GraphQL,fastapi/fastapi:C3:run008,2026-06-22T01:54:30.906497Z,GraphQL,C3,recent_issues,fastapi/fastapi,fastapi,fastapi,8,1,200,1,487.513,2539,1,1,GITHUB_GRAPHQL_TOKEN,
fastapi/fastapi:C3:run008:REST,fastapi/fastapi:C3:run008,2026-06-22T01:54:31.543220Z,REST,C3,recent_issues,fastapi/fastapi,fastapi,fastapi,8,2,200,1,634.526,44892,1,1,GITHUB_REST_TOKEN,
fastapi/fastapi:C4:run008:REST,fastapi/fastapi:C4:run008,2026-06-22T01:54:33.428196Z,REST,C4,combined_repository_prs_issues,fastapi/fastapi,fastapi,fastapi,8,1,200,1,1879.935,220765,3,3,GITHUB_REST_TOKEN,
fastapi/fastapi:C4:run008:GraphQL,fastapi/fastapi:C4:run008,2026-06-22T01:54:34.122250Z,GraphQL,C4,combined_repository_prs_issues,fastapi/fastapi,fastapi,fastapi,8,2,200,1,693.104,5819,1,1,GITHUB_GRAPHQL_TOKEN,
nvbn/thefuck:C1:run008:GraphQL,nvbn/thefuck:C1:run008,2026-06-22T01:54:34.583142Z,GraphQL,C1,repository_metadata,nvbn/thefuck,nvbn,thefuck,8,1,200,1,459.904,453,1,1,GITHUB_GRAPHQL_TOKEN,
nvbn/thefuck:C1:run008:REST,nvbn/thefuck:C1:run008,2026-06-22T01:54:35.097077Z,REST,C1,repository_metadata,nvbn/thefuck,nvbn,thefuck,8,2,200,1,513.326,5030,1,1,GITHUB_REST_TOKEN,
nvbn/thefuck:C2:run008:GraphQL,nvbn/thefuck:C2:run008,2026-06-22T01:54:35.629856Z,GraphQL,C2,recent_pull_requests,nvbn/thefuck,nvbn,thefuck,8,1,200,1,531.768,2943,1,1,GITHUB_GRAPHQL_TOKEN,
nvbn/thefuck:C2:run008:REST,nvbn/thefuck:C2:run008,2026-06-22T01:54:36.252720Z,REST,C2,recent_pull_requests,nvbn/thefuck,nvbn,thefuck,8,2,200,1,621.536,151147,1,1,GITHUB_REST_TOKEN,
nvbn/thefuck:C3:run008:REST,nvbn/thefuck:C3:run008,2026-06-22T01:54:36.795260Z,REST,C3,recent_issues,nvbn/thefuck,nvbn,thefuck,8,1,200,1,541.305,36659,1,1,GITHUB_REST_TOKEN,
nvbn/thefuck:C3:run008:GraphQL,nvbn/thefuck:C3:run008,2026-06-22T01:54:37.249731Z,GraphQL,C3,recent_issues,nvbn/thefuck,nvbn,thefuck,8,2,200,1,453.398,2122,1,1,GITHUB_GRAPHQL_TOKEN,
nvbn/thefuck:C4:run008:GraphQL,nvbn/thefuck:C4:run008,2026-06-22T01:54:37.948872Z,GraphQL,C4,combined_repository_prs_issues,nvbn/thefuck,nvbn,thefuck,8,1,200,1,697.839,5480,1,1,GITHUB_GRAPHQL_TOKEN,
nvbn/thefuck:C4:run008:REST,nvbn/thefuck:C4:run008,2026-06-22T01:54:39.836370Z,REST,C4,combined_repository_prs_issues,nvbn/thefuck,nvbn,thefuck,8,2,200,1,1883.064,192836,3,3,GITHUB_REST_TOKEN,
hacksider/Deep-Live-Cam:C1:run008:REST,hacksider/Deep-Live-Cam:C1:run008,2026-06-22T01:54:40.220977Z,REST,C1,repository_metadata,hacksider/Deep-Live-Cam,hacksider,Deep-Live-Cam,8,1,200,1,383.556,5865,1,1,GITHUB_REST_TOKEN,
hacksider/Deep-Live-Cam:C1:run008:GraphQL,hacksider/Deep-Live-Cam:C1:run008,2026-06-22T01:54:40.726991Z,GraphQL,C1,repository_metadata,hacksider/Deep-Live-Cam,hacksider,Deep-Live-Cam,8,2,200,1,504.894,487,1,1,GITHUB_GRAPHQL_TOKEN,
hacksider/Deep-Live-Cam:C2:run008:GraphQL,hacksider/Deep-Live-Cam:C2:run008,2026-06-22T01:54:41.444697Z,GraphQL,C2,recent_pull_requests,hacksider/Deep-Live-Cam,hacksider,Deep-Live-Cam,8,1,200,1,716.483,2749,1,1,GITHUB_GRAPHQL_TOKEN,
hacksider/Deep-Live-Cam:C2:run008:REST,hacksider/Deep-Live-Cam:C2:run008,2026-06-22T01:54:42.071548Z,REST,C2,recent_pull_requests,hacksider/Deep-Live-Cam,hacksider,Deep-Live-Cam,8,2,200,1,623.070,185942,1,1,GITHUB_REST_TOKEN,
hacksider/Deep-Live-Cam:C3:run008:GraphQL,hacksider/Deep-Live-Cam:C3:run008,2026-06-22T01:54:42.644889Z,GraphQL,C3,recent_issues,hacksider/Deep-Live-Cam,hacksider,Deep-Live-Cam,8,1,200,1,572.126,2489,1,1,GITHUB_GRAPHQL_TOKEN,
hacksider/Deep-Live-Cam:C3:run008:REST,hacksider/Deep-Live-Cam:C3:run008,2026-06-22T01:54:43.223790Z,REST,C3,recent_issues,hacksider/Deep-Live-Cam,hacksider,Deep-Live-Cam,8,2,200,1,576.995,84890,1,1,GITHUB_REST_TOKEN,
